,Total_Days,amount_raised_usd,amount_raised_usd_boxcox,state,currency,category,month_launch
0,21,840.0,5.514379708307528,0,USD,Transportation,4
1,22,250.0,4.682443933343884,0,USD,Human Rights,6
2,22,200.0,4.5223992687044134,0,USD,Human Rights,6
3,30,500.0,5.165822636037467,0,USD,Photography,9
4,120,360.0,4.9392994524441844,0,USD,Human Rights,9
5,42,1538.0,5.906964266129703,0,USD,Camera Gear,11
6,60,775.0,5.460994625068903,0,USD,Photography,11
7,112,71.0,3.7502027099074713,0,USD,Photography,12
8,63,13994.0,7.222501605344913,1,USD,Human Rights,1
9,75,400.0,5.012450430378402,0,USD,Transportation,2
10,59,200.0,4.5223992687044134,0,USD,Photography,2
11,120,575.0,5.260819149335313,0,USD,Photography,2
12,66,4998.0,6.631271653076324,0,USD,Wellness,3
13,91,101.0,4.018524430176427,0,USD,Productivity,3
14,15,880.0,5.545095300898778,0,USD,Photography,3
15,56,160.0,4.360145380832951,0,USD,Photography,4
16,65,2300.0,6.1602028610652795,0,USD,Human Rights,4
17,21,190.0,4.485299133616987,0,USD,Camera Gear,5
18,48,255.0,4.6965412078802355,0,USD,Human Rights,5
19,31,105.0,4.047740295677874,0,USD,Photography,5
20,28,2730.0,6.266169950526464,0,USD,Photography,5
21,87,715.0,5.407316935961809,0,USD,Transportation,6
22,60,1265.0,5.781719575552259,0,USD,Productivity,6
23,60,140.0,4.26198180659655,0,USD,Camera Gear,6
24,32,297.0,4.804509450071504,0,USD,Human Rights,6
25,100,595.0,5.283935177251923,0,USD,Human Rights,7
26,28,110.0,4.082641668590756,0,USD,Photography,7
27,58,345.0,4.909616117001151,0,USD,Photography,7
28,18,985.0,5.619157278585821,0,USD,Human Rights,7
29,41,1060.0,5.667098030071637,0,USD,Human Rights,7
30,90,1770.0,5.996088195496527,0,USD,Photography,7
31,135,120.0,4.147654282718611,0,USD,Productivity,8
32,60,375.0,4.967698046015798,0,USD,Camera Gear,8
33,59,4185.0,6.525492466186097,0,USD,Camera Gear,8
34,32,495.0,5.158959910518214,0,USD,Transportation,8
35,59,6120.0,6.750542171655651,0,USD,Human Rights,9
36,51,95.0,3.972314250744988,0,USD,Photography,9
37,70,740.0,5.430243017973576,0,USD,Photography,9
38,50,722.0,5.413820976476655,0,USD,Camera Gear,9
39,60,1500.0,5.891013425633473,0,USD,Photography,10
40,23,233.0,4.63217177099027,0,USD,Photography,10
41,120,60.0,3.6199801580254887,0,USD,Transportation,10
42,32,2691.0,6.25731664732611,0,USD,Camera Gear,10
43,70,2870.0,6.296880258006178,0,USD,Photography,10
44,52,515.0,5.185981892690933,0,USD,Human Rights,10
45,90,110.0,4.082641668590756,0,USD,Productivity,11
46,120,41.0,3.320402000706946,0,USD,Camera Gear,11
47,64,11.0,2.2296288884691706,0,USD,Camera Gear,11
48,28,128.0,4.195651774071928,0,USD,Camera Gear,11
49,26,140.0,4.26198180659655,0,USD,Photography,11
50,61,30.0,3.0693495665011867,0,USD,Productivity,11
51,40,460.0,5.108758255769085,0,USD,Human Rights,12
52,70,340.0,4.899416247919101,0,USD,Photography,12
53,90,127.0,4.189828933240147,0,USD,Productivity,12
54,101,260.0,4.710348086809752,0,USD,Productivity,12
55,29,495.0,5.158959910518214,0,USD,Camera Gear,1
56,79,3240.0,6.370953572357275,0,USD,Photography,1
57,55,2580.0,6.231353289773534,0,USD,Human Rights,1
58,120,83.0,3.869808837788239,0,USD,Photography,1
59,24,2040.0,6.085368836494021,1,USD,Photography,1
60,60,40.0,3.300731697174101,0,USD,Productivity,2
61,60,190.0,4.485299133616987,0,USD,Camera Gear,2
62,60,26.0,2.952721781575324,0,USD,Human Rights,2
63,90,235.0,4.638284825593654,0,USD,Human Rights,2
64,40,5101.0,6.643352208806388,0,USD,Photography,2
65,60,18.0,2.648279136631659,0,USD,Audio,2
66,35,2010.0,6.076088443849845,0,USD,Photography,2
67,46,280.0,4.762890092671473,0,USD,Camera Gear,2
68,69,3447.0,6.408572173767676,0,USD,Human Rights,2
69,30,100.0,4.011028427493187,0,USD,Transportation,3
70,20,2300.0,6.1602028610652795,1,USD,Photography,3
71,60,585.0,5.272482023872947,0,USD,Camera Gear,3
72,51,9925.0,7.029352452040711,0,USD,Human Rights,3
73,60,360.0,4.9392994524441844,0,USD,Photography,3
74,43,170.0,4.404447533272574,0,USD,Camera Gear,3
75,45,375.0,4.967698046015798,0,USD,Transportation,4
76,45,70.0,3.7392815017042773,0,USD,Productivity,4
77,50,365.0,4.948903006374643,0,USD,Human Rights,4
78,30,370.0,4.958367926018789,0,USD,Photography,4
79,121,225.0,4.607149865196779,0,USD,Human Rights,4
80,30,286.0,4.777878342589698,0,USD,Human Rights,4
81,60,275.0,4.750137107822575,0,USD,Productivity,4
82,40,812.0,5.491940297122798,0,USD,Camera Gear,4
83,15,435.0,5.070351075295264,0,USD,Photography,4
84,30,50.0,3.477410393923372,0,USD,Human Rights,4
85,52,5872.0,6.726300903174817,0,USD,Camera Gear,5
86,0,735.0,5.425724233770104,0,USD,Productivity,5
87,30,1481.0,5.882876386670691,0,USD,Camera Gear,5
88,45,830.0,5.506458015061947,0,USD,Photography,5
89,60,200.0,4.5223992687044134,0,USD,Human Rights,5
90,6,330.0,4.878530117886339,0,USD,Human Rights,5
91,11,265.0,4.723875966995398,0,USD,Human Rights,5
92,90,1475.0,5.880283756800722,0,USD,Camera Gear,6
93,60,3260.0,6.374698010982279,0,USD,Camera Gear,6
94,30,70.0,3.7392815017042773,0,USD,Human Rights,6
95,60,15.0,2.494763786880612,0,USD,Camera Gear,6
96,45,135.0,4.235106857674596,0,USD,Human Rights,6
97,55,935.0,5.584992166407742,0,USD,Human Rights,6
98,44,11313.0,7.10342051397397,0,USD,Photography,6
99,28,11.0,2.2296288884691706,0,USD,Photography,6
100,46,2610.0,6.238485646212867,0,USD,Photography,6
101,48,350.0,4.919660272351857,0,USD,Camera Gear,6
102,56,125.0,4.178035836492048,0,USD,Productivity,6
103,15,270.0,4.737135593435775,0,USD,Camera Gear,6
104,30,110.0,4.082641668590756,0,USD,Human Rights,6
105,60,155.0,4.336878729697528,0,USD,Wellness,6
106,3,125.0,4.178035836492048,0,USD,Human Rights,6
107,44,3380.0,6.396664714713031,0,USD,Audio,6
108,139,125.0,4.178035836492048,0,USD,Human Rights,6
109,60,160.0,4.360145380832951,0,USD,Audio,6
110,30,101.0,4.018524430176427,0,USD,Human Rights,6
111,40,120.0,4.147654282718611,0,USD,Photography,7
112,19,2721.0,6.26413884986361,0,USD,Camera Gear,7
113,60,8542.0,6.943703113739575,0,USD,Human Rights,7
114,53,95.0,3.972314250744988,0,USD,Human Rights,7
115,39,50.0,3.477410393923372,0,USD,Transportation,7
116,30,360.0,4.9392994524441844,0,USD,Camera Gear,7
117,35,1165.0,5.728486273092177,0,USD,Human Rights,7
118,30,337.0,4.893219613563802,0,USD,Human Rights,7
119,90,415.0,5.0378986571384905,0,USD,Photography,7
120,17,2615.0,6.239665908070886,0,USD,Photography,7
121,46,160.0,4.360145380832951,0,USD,Photography,7
122,30,620.0,5.311696912096426,0,USD,Photography,7
123,49,980.0,5.61582457285842,0,USD,Audio,7
124,45,160.0,4.360145380832951,0,USD,Transportation,7
125,30,565.0,5.248938964313781,0,USD,Camera Gear,7
126,30,930.0,5.581469476373008,0,USD,Human Rights,7
127,66,935.0,5.584992166407742,0,USD,Productivity,7
128,12,2001.0,6.073275634760485,0,USD,Human Rights,7
129,45,90.0,3.9313741300405995,0,USD,Productivity,7
130,22,1690.0,5.966833806067468,0,USD,Photography,7
131,30,760.0,5.447999635732429,0,USD,Human Rights,7
132,30,41.0,3.320402000706946,0,USD,Photography,7
133,45,1230.0,5.763612613381518,0,USD,Camera Gear,7
134,41,310.0,4.834664470898645,0,USD,Photography,7
135,11,165.0,4.38265275199297,0,USD,Human Rights,7
136,88,635.0,5.327789344566281,0,USD,Camera Gear,7
137,60,11.0,2.2296288884691706,0,USD,Camera Gear,7
138,69,1580.0,5.9241145516801375,0,USD,Transportation,7
139,10,7942.0,6.901849086828882,0,USD,Human Rights,7
140,20,6303.0,6.767770548834753,0,USD,Photography,7
141,48,50.0,3.477410393923372,0,USD,Productivity,8
142,42,260.0,4.710348086809752,0,USD,Photography,8
143,52,105.0,4.047740295677874,0,USD,Photography,8
144,41,568.0,5.252526305350588,0,USD,Camera Gear,8
145,52,15227.0,7.2693520264509095,0,USD,Productivity,8
146,90,75.0,3.792312018309129,0,USD,Human Rights,8
147,119,325.0,4.86783367011792,0,USD,Wellness,8
148,15,125.0,4.178035836492048,0,USD,Human Rights,8
149,20,560.0,5.242914896005435,0,USD,Transportation,8
150,40,3250.0,6.372828848972645,0,USD,Human Rights,8
151,90,33.0,3.146460809709987,0,USD,Photography,8
152,38,530.0,5.205527317229981,0,USD,Camera Gear,8
153,37,510.0,5.179332177853759,0,USD,Transportation,8
154,42,120.0,4.147654282718611,0,USD,Camera Gear,8
155,167,4636.0,6.586614092047409,0,USD,Human Rights,8
156,8,445.0,5.0859883328647095,0,USD,Human Rights,8
157,25,4342.0,6.547531027131257,0,USD,Camera Gear,8
158,32,6630.0336601708905,6.79727619888838,0,EUR,Productivity,9
159,64,35.0,3.1938411160493083,0,USD,Photography,9
160,119,625.0,5.317106550042453,0,USD,Human Rights,9
161,73,135.0,4.235106857674596,0,USD,Camera Gear,9
162,120,25.0,2.9205773037212306,0,USD,Photography,9
163,43,230.0,4.622896966775418,0,USD,Audio,9
164,12,220.0,4.591026865670989,0,USD,Human Rights,9
165,60,10031.0,7.035386037993245,0,USD,Photography,10
166,30,3673.0,6.446998227809554,0,USD,Productivity,10
167,60,270.0,4.737135593435775,0,USD,Human Rights,10
168,13,350.0,4.919660272351857,0,USD,Photography,10
169,30,125.0,4.178035836492048,0,USD,Wellness,10
170,30,2010.0,6.076088443849845,0,USD,Audio,10
171,30,83709.0,8.164783148009283,1,USD,Tabletop Games,10
172,60,15.0,2.494763786880612,0,USD,Transportation,10
173,97,333.0,4.884865731709067,0,USD,Productivity,10
174,44,70.0,3.7392815017042773,0,USD,Audio,10
175,45,3072.0,6.338496734427324,0,USD,Camera Gear,10
176,19,135.0,4.235106857674596,0,USD,Productivity,10
177,60,400.0,5.012450430378402,0,USD,Transportation,10
178,50,450.0,5.09366767022977,0,USD,Transportation,10
179,28,2730.0,6.266169950526464,0,USD,Camera Gear,10
180,68,3834.0,6.472871883565618,0,USD,Human Rights,10
181,45,1156.0,5.723459196097154,0,USD,Productivity,10
182,120,50.0,3.477410393923372,0,USD,Audio,10
183,32,4320.0,6.544494252620012,0,USD,Human Rights,10
184,30,801.0,5.482899200638563,0,USD,Human Rights,10
185,55,1140975.0,9.367585383701055,0,USD,Camera Gear,11
186,38,330.0,4.878530117886339,0,USD,Photography,11
187,30,8640.0,6.950241786521982,0,USD,Photography,11
188,20,796.0,5.478745950848624,0,USD,Audio,11
189,47,1617.0,5.938826904345236,0,USD,Transportation,11
190,120,110.0,4.082641668590756,0,USD,Photography,11
191,30,1470.0,5.878114666241054,0,USD,Productivity,11
192,24,2010.0,6.076088443849845,0,USD,Transportation,11
193,33,815.0,5.494383497429066,0,USD,Human Rights,11
194,28,2191.0,6.129981753050988,0,USD,Transportation,11
195,34,30.0,3.0693495665011867,0,USD,Human Rights,11
196,29,901.0,5.560633088747975,0,USD,Human Rights,11
197,61,320.0,4.856961106722014,0,USD,Camera Gear,11
198,30,1260.0,5.779165655715543,0,USD,Camera Gear,11
199,90,1900.0,6.040756184393416,0,USD,Transportation,11
200,30,618.0,5.309520078662064,0,USD,Tabletop Games,11
201,60,45.0,3.3942907356507996,0,USD,Productivity,11
202,60,210.0,4.557580573935888,0,USD,Transportation,11
203,38,3897.0,6.482683856808972,1,USD,Audio,11
204,45,2879.0,6.298799788784419,0,USD,Photography,11
205,45,351.0,4.921650821792833,0,USD,Transportation,11
206,15,440.0,5.0782168583912055,0,USD,Photography,11
207,14,1230.0,5.763612613381518,1,USD,Transportation,12
208,38,746.0,5.435622972130601,0,USD,Camera Gear,12
209,60,135.0,4.235106857674596,0,USD,Productivity,12
210,12,125.0,4.178035836492048,0,USD,Energy & Green Tech,12
211,30,1705.0,5.972429488410062,0,USD,Camera Gear,12
212,25,462.0,5.1117345689415625,0,USD,Productivity,12
213,14,1150.0,5.720084677667972,0,USD,Transportation,12
214,60,3380.0,6.396664714713031,0,USD,Photography,12
215,16,138.0,4.25135600090357,0,USD,Transportation,12
216,113,552242.0,9.052592108646369,1,USD,Audio,12
217,60,1731.0,5.982006002342056,0,USD,Tabletop Games,12
218,60,1005.0,5.632310862088154,0,USD,Productivity,12
219,57,3081.0,6.3402827627794505,0,USD,Audio,12
220,60,1318.0,5.808150369879715,0,USD,Transportation,12
221,96,13333.0,7.195545726181834,0,USD,Energy & Green Tech,12
222,120,14.38468841457195,2.459252184424243,0,EUR,Energy & Green Tech,12
223,45,5651.0,6.7037648955544515,0,USD,Human Rights,12
224,30,375.0,4.967698046015798,0,USD,Human Rights,1
225,121,1040.0,5.654674624221552,0,USD,Camera Gear,1
226,42,5074.0,6.640210673077177,0,USD,Camera Gear,1
227,30,625.0,5.317106550042453,0,USD,Photography,1
228,45,788.3284303548555,5.472319418521672,0,CAD,Human Rights,1
229,34,45.0,3.3942907356507996,0,USD,Photography,1
230,47,3158.2101712974027,6.355381141803362,0,CAD,Camera Gear,1
231,16,560.0,5.242914896005435,0,USD,Photography,1
232,50,75.0,3.792312018309129,0,USD,Productivity,1
233,119,425.0,5.054327509098955,0,USD,Human Rights,1
234,35,965.0,5.605717101252422,0,USD,Productivity,1
235,14,5735.0,6.712439064151348,0,USD,Camera Gear,1
236,60,20.0,2.7362121989183916,0,USD,Wellness,1
237,30,4975.0,6.628537961994253,0,USD,Photography,1
238,28,7858.802054158653,6.895781640459572,0,CAD,Transportation,1
239,30,221.0,4.594282375412631,0,USD,Transportation,1
240,30,38.0,3.2597756082520863,0,USD,Camera Gear,1
241,41,20.0,2.7362121989183916,0,USD,Productivity,1
242,38,2535.0,6.220487998445854,0,USD,Camera Gear,1
243,38,1603.0,5.9333024967658705,0,USD,Photography,1
244,59,235.0,4.638284825593654,0,USD,Transportation,1
245,60,108.0,4.068887245170881,0,USD,Photography,1
246,120,100.0,4.011028427493187,0,USD,Human Rights,1
247,120,845.0,5.518303100453317,0,USD,Human Rights,1
248,47,500.0,5.165822636037467,0,USD,Productivity,1
249,60,145.0,4.287856716219616,0,USD,Camera Gear,1
250,60,87.0,3.905634155422021,0,USD,Wellness,1
251,28,228.58605807914563,4.6184810014393145,0,EUR,Photography,1
252,60,502.8893277741204,5.1697552389543,0,EUR,Tabletop Games,1
253,45,405.0,5.021044123947374,0,USD,Camera Gear,1
254,59,160.0,4.360145380832951,0,USD,Energy & Green Tech,1
255,60,75.0,3.792312018309129,0,USD,Photography,2
256,56,3500.0,6.417818768202773,0,USD,Transportation,2
257,71,128.0,4.195651774071928,0,USD,Camera Gear,2
258,30,555.0,5.236833464317169,0,USD,Photography,2
259,60,190.0,4.485299133616987,0,USD,"Podcasts, Blogs & Vlogs",2
260,21,220.0,4.591026865670989,0,USD,Human Rights,2
261,19,75.5846472464513,3.7982664823909977,0,GBP,Human Rights,2
262,60,3243.0,6.371516799686962,0,USD,Camera Gear,2
263,9,30.0,3.0693495665011867,0,USD,Culture,2
264,46,4688.0,6.593252256454891,0,USD,Photography,2
265,9,1595.0,5.930122651421738,0,USD,Camera Gear,2
266,43,503.0,5.169905395313641,0,USD,Photography,2
267,60,558.1952860897735,5.240726518317315,0,CAD,Photography,2
268,10,1810.0,6.010193403597088,0,USD,Camera Gear,2
269,43,244.82249389902347,4.667527233258387,0,CAD,Human Rights,2
270,30,150.0,4.31280141571784,0,USD,Photography,2
271,35,150.0,4.31280141571784,0,USD,Photography,2
272,50,122.41124694951174,4.162470185255226,0,CAD,Photography,2
273,51,41.0,3.320402000706946,0,USD,Camera Gear,2
274,60,250.0,4.682443933343884,0,USD,Wellness,2
275,60,24987.56301730993,7.539321573999874,0,CAD,Photography,3
276,30,1040.0,5.654674624221552,0,USD,Human Rights,3
277,27,680.0,5.373749107865295,0,USD,Human Rights,3
278,57,19.0,2.693474315034534,0,USD,Human Rights,3
279,41,195.0,4.504101660463159,0,USD,Photography,3
280,60,68.0,3.7169334411688206,0,USD,Human Rights,3
281,45,145.0,4.287856716219616,0,USD,Human Rights,3
282,60,835.9718695465897,5.511200849150427,0,EUR,Photography,3
283,21,818.0,5.496817170420682,0,USD,Photography,3
284,25,2045.0,6.086901475999044,0,USD,Photography,3
285,60,261.2412092333093,4.713731877979023,0,EUR,Photography,3
286,30,514.0,5.184657447573484,0,USD,Audio,3
287,60,50.0,3.477410393923372,0,USD,Transportation,3
288,16,345.0,4.909616117001151,0,USD,Human Rights,3
289,30,751.0,5.440071299478195,0,USD,Transportation,3
290,60,810.0,5.490306168096608,0,USD,Human Rights,3
291,60,51798.0,7.9220030458422315,1,USD,Human Rights,3
292,30,80.0,3.8417156829887276,0,USD,Productivity,3
293,59,44.06804890182423,3.3777167495186626,0,CAD,Transportation,3
294,60,4002.0,6.498668852606711,0,USD,Human Rights,3
295,55,20.0,2.7362121989183916,0,USD,Camera Gear,3
296,60,100.0,4.011028427493187,0,USD,Human Rights,3
297,34,321.0,4.859149979307995,0,USD,Wellness,3
298,18,210.0,4.557580573935888,0,USD,Human Rights,3
299,60,35.0,3.1938411160493083,0,USD,Camera Gear,3
300,19,601.0,5.290709414575022,0,USD,Photography,3
301,60,1646.0,5.950110565478701,0,USD,Camera Gear,3
302,33,7.0,1.8340915970777427,0,USD,Camera Gear,3
303,34,408.157095130837,5.026412540673597,0,GBP,Photography,3
304,45,26.0,2.952721781575324,0,USD,Audio,3
305,58,225.0,4.607149865196779,0,USD,Energy & Green Tech,4
306,33,8.0,1.9520917104238709,0,USD,Photography,4
307,21,1203.0,5.749266656943292,1,USD,Productivity,4
308,30,750.0,5.43918415378856,0,USD,Photography,4
309,30,4917.994257443584,6.62170423542409,0,CAD,Human Rights,4
310,25,7955.0,6.902791051069262,0,USD,Audio,4
311,60,95.0,3.972314250744988,0,USD,Human Rights,4
312,18,2000.0,6.072962271789921,0,USD,Photography,4
313,60,471.0,5.124960856558963,0,USD,Human Rights,4
314,45,725.0,5.416587960024513,0,USD,Productivity,4
315,32,1926.0,6.049299869837818,0,USD,Photography,4
316,8,2500.0,6.211894716229193,0,USD,Photography,4
317,28,6308.0,6.768233787861016,0,USD,Audio,4
318,40,5737.0,6.7126439449314415,0,USD,Transportation,4
319,47,57324.0,7.973872640567798,1,USD,Photography,4
320,45,700.0,5.393149134012133,0,USD,Audio,4
321,32,1316.0,5.807173617030753,0,USD,Photography,4
322,50,2054.0,6.0896502301750575,0,USD,Productivity,4
323,53,728.5917418434939,5.419884782287116,0,CAD,Transportation,4
324,20,2848.0,6.292161044452298,0,USD,Human Rights,4
325,10,100.0,4.011028427493187,0,USD,Productivity,4
326,60,538.1626883947332,5.215918323666977,0,GBP,Photography,4
327,28,119.0,4.141416840618507,0,USD,Wellness,4
328,45,18.140315339148312,2.654779250527674,0,GBP,Photography,4
329,60,5578.0,6.6961147433021955,0,USD,Wellness,4
330,60,198.0,4.5151391273241135,0,USD,Energy & Green Tech,4
331,60,2479.1764296836027,6.206721260000274,0,GBP,Camera Gear,4
332,60,645.0,5.3382950433322875,0,USD,Photography,4
333,30,40234.0,7.791313841385314,0,USD,Productivity,4
334,118,4455.0,6.562875937955057,0,USD,Human Rights,4
335,60,690.0,5.383523731855863,0,USD,Photography,4
336,60,3855.0,6.47616143685563,0,USD,Camera Gear,5
337,30,64.00409626216077,3.6701153513918663,0,EUR,Photography,5
338,56,2760.0,6.272889313591346,0,USD,Human Rights,5
339,60,1380.0,5.837673555173171,0,USD,Transportation,5
340,51,840.0,5.514379708307528,0,USD,Camera Gear,5
341,28,456.5312693685658,5.103563524374147,0,GBP,Photography,5
342,60,51.0,3.4929728501815043,0,USD,Productivity,5
343,27,2068.0,6.093900760562355,0,USD,Transportation,5
344,48,1272.0,5.785277119648355,0,USD,Productivity,5
345,60,70.0,3.7392815017042773,0,USD,Camera Gear,5
346,20,496.0,5.160338324575431,0,USD,Human Rights,5
347,20,529.0925307251591,5.2043616402366215,0,GBP,Photography,5
348,60,2577.0,6.23063521739257,0,USD,Photography,5
349,31,1626.0,5.942351565944401,0,USD,Camera Gear,5
350,46,1145.0,5.717258272406909,0,USD,Photography,5
351,25,4313.7723425007935,6.543631635000224,0,CAD,Transportation,5
352,41,1754.0,5.990351117180606,0,USD,Productivity,5
353,32,1160.0,5.725698562904989,0,USD,Camera Gear,5
354,45,1178.0,5.7356752983164485,0,USD,Human Rights,5
355,21,1485.0,5.884598620312187,0,USD,Audio,5
356,45,55.0,3.5521391696226923,0,USD,Photography,5
357,45,174.0,4.421399013508154,0,USD,Photography,5
358,5,290.0,4.7876862454770555,0,USD,Transportation,5
359,45,125.0,4.178035836492048,0,USD,Transportation,5
360,16,539.0,5.216974738725697,0,USD,Human Rights,5
361,60,1755.0,5.99071130903749,1,USD,Human Rights,5
362,60,26657.0,7.57396963753243,0,USD,Transportation,5
363,11,10.0,2.147133275572818,0,USD,Human Rights,5
364,37,205.0,4.5402176429068115,0,USD,Camera Gear,5
365,50,100.0,4.011028427493187,0,USD,Human Rights,5
366,19,65.0,3.6820683696060468,0,USD,Photography,5
367,47,197.0,4.51147981096896,0,USD,Transportation,5
368,20,1260.0,5.779165655715543,0,USD,Camera Gear,5
369,60,25.0,2.9205773037212306,0,USD,Photography,5
370,50,312.9204396003084,4.841254095030829,0,GBP,Photography,6
371,45,26.0,2.952721781575324,0,USD,Photography,6
372,18,90.0,3.9313741300405995,0,USD,Camera Gear,6
373,57,2939.0,6.31143610649863,0,USD,Camera Gear,6
374,29,115.0,4.11589827868752,0,USD,Photography,6
375,46,377.02664060449615,4.971442259042864,0,CAD,Human Rights,6
376,14,90.0,3.9313741300405995,0,USD,Human Rights,6
377,45,1415.0,5.8537244200127585,0,USD,Photography,6
378,51,1996.0,6.0717071546728505,0,USD,Camera Gear,6
379,17,73.44674816970704,3.776250110336016,0,CAD,Transportation,6
380,45,453.0,5.098231922593246,0,USD,Productivity,6
381,8,665.0,5.358797349916701,0,USD,Photography,6
382,30,3685.0,6.448967847016467,0,USD,Photography,6
383,21,2200.0,6.132536890063126,0,USD,Transportation,6
384,15,700.0,5.393149134012133,0,USD,Camera Gear,6
385,25,120.0,4.147654282718611,0,USD,Transportation,6
386,32,22261.0,7.477077674331832,0,USD,Human Rights,6
387,47,4981.0,6.629252390077218,0,USD,Photography,6
388,30,313.37279219075003,4.842268933406203,0,CAD,Camera Gear,6
389,30,546.0,5.225738895557922,0,USD,Productivity,6
390,60,3377.0,6.396125699152749,0,USD,Photography,6
391,47,2897.0,6.302619814900926,0,USD,Productivity,6
392,22,150.0,4.31280141571784,0,USD,Transportation,6
393,60,1711.1299204781758,5.974701203704343,0,EUR,Wellness,6
394,46,7014.326467914354,6.830034246684355,0,EUR,Camera Gear,6
395,35,1040.0,5.654674624221552,0,USD,Productivity,6
396,30,345.0,4.909616117001151,0,USD,Transportation,6
397,60,560.0,5.242914896005435,0,USD,Human Rights,7
398,60,45.0,3.3942907356507996,0,USD,Transportation,7
399,41,270.2840332645219,4.73788098781176,0,CAD,Camera Gear,7
400,35,1008.2991942676604,5.634453952936228,0,GBP,Camera Gear,7
401,61,3835.0,6.473028962182796,0,USD,Photography,7
402,20,499.4378875540079,5.165054754180291,0,CAD,Human Rights,7
403,32,1845.0,6.022266668828909,0,USD,Human Rights,7
404,60,685.0,5.378655352783597,0,USD,Human Rights,7
405,39,661.0,5.3547497171822735,0,USD,Productivity,7
406,39,90.0,3.9313741300405995,0,USD,Camera Gear,7
407,10,155.0,4.336878729697528,0,USD,Transportation,7
408,48,220.0,4.591026865670989,0,USD,Camera Gear,7
409,50,5232.6614209431855,6.658422745385798,0,EUR,Photography,7
410,30,590.0,5.278234356807217,0,USD,Transportation,7
411,45,25.0,2.9205773037212306,0,USD,Audio,7
412,60,250.0,4.682443933343884,0,USD,Productivity,7
413,35,602.2633349915977,5.292126620034953,0,CAD,Human Rights,7
414,60,61.0,3.632826775863343,0,USD,Transportation,7
415,60,25.69878006379344,2.9431792997729462,0,GBP,Camera Gear,7
416,30,2823.0,6.286751104825844,0,USD,Photography,7
417,15,329.0,4.876404651977858,0,USD,Human Rights,7
418,30,570.0,5.254906710839069,0,USD,Human Rights,7
419,35,914.3442323165824,5.570307962914749,0,EUR,Camera Gear,7
420,60,350.0,4.919660272351857,0,USD,Human Rights,7
421,60,3697.0,6.450930669943149,0,USD,Human Rights,7
422,60,107.1088957856568,4.062671622764523,0,EUR,Productivity,8
423,37,1627.0,5.942741916182907,0,USD,Camera Gear,8
424,60,248940.0,8.690160299401514,1,USD,Productivity,8
425,40,1931.0,6.050928846518113,0,USD,Wellness,8
426,46,65.31030230832732,3.6857529889498513,0,EUR,Productivity,8
427,60,15.0,2.494763786880612,0,USD,Camera Gear,8
428,22,24.0,2.8870380830418,0,USD,Photography,8
429,30,131502.0,8.386792770332354,1,USD,Camera Gear,8
430,45,509.42035800495313,5.178556814364247,0,EUR,Photography,8
431,45,945.0,5.591977948172395,0,USD,Camera Gear,8
432,49,205.0,4.5402176429068115,0,USD,Energy & Green Tech,8
433,60,80.0,3.8417156829887276,0,USD,Productivity,8
434,60,22.0,2.8152684682142914,0,USD,Human Rights,8
435,30,750.0,5.43918415378856,0,USD,Productivity,8
436,30,20.0,2.7362121989183916,0,USD,Productivity,8
437,33,1730.8884219437348,5.98196523206828,0,GBP,Photography,8
438,60,782.0,5.46696787730299,0,USD,Human Rights,8
439,44,452.0,5.096714079146777,0,USD,Human Rights,8
440,47,300.0,4.8115909697623875,0,USD,Transportation,8
441,54,5600.0,6.69843140306728,0,USD,Human Rights,8
442,56,80.0,3.8417156829887276,0,USD,Photography,8
443,40,55.0,3.5521391696226923,0,USD,Human Rights,8
444,60,8618.0,6.948780797999571,0,USD,Human Rights,8
445,45,321.0,4.859149979307995,0,USD,Camera Gear,8
446,31,75.0,3.792312018309129,0,USD,Camera Gear,8
447,10,18064.0,7.363404521954852,1,USD,Energy & Green Tech,9
448,60,1040.0,5.654674624221552,0,USD,Camera Gear,9
449,60,2625.0,6.2420192623864175,0,USD,Audio,9
450,60,30.0,3.0693495665011867,0,USD,Photography,9
451,26,1525.0,5.901554935808704,0,USD,Photography,9
452,45,50.0,3.477410393923372,0,USD,Productivity,9
453,60,325.0,4.86783367011792,0,USD,Photography,9
454,60,175.0,4.425572274143134,0,USD,Camera Gear,9
455,60,75.0,3.792312018309129,0,USD,Camera Gear,9
456,30,213.0,4.567788970629039,0,USD,Productivity,9
457,45,58242.42139252014,7.9819765955716555,0,EUR,Camera Gear,9
458,30,78501.0,8.132706649673635,0,USD,Productivity,9
459,30,575.0,5.260819149335313,0,USD,Transportation,9
460,60,100.0,4.011028427493187,0,USD,Camera Gear,9
461,45,120.0,4.147654282718611,0,USD,Transportation,9
462,59,570.0,5.254906710839069,0,USD,Photography,9
463,11,1376.0,5.835811710662013,0,USD,Human Rights,9
464,40,4050.0,6.505828614457652,0,USD,Transportation,9
465,30,1180.0,5.736773823713502,0,USD,Photography,9
466,60,111.02751392415644,4.089605245158267,0,EUR,Photography,9
467,45,586.0,5.273636654880487,0,USD,Photography,9
468,30,63989.0,8.029790863590788,1,USD,Camera Gear,9
469,38,26533.0,7.571476341785753,0,USD,Human Rights,9
470,30,85.0,3.8879452009091238,0,USD,Audio,9
471,20,150.0,4.31280141571784,0,USD,Camera Gear,9
472,30,371.0,4.96024461407111,0,USD,Productivity,9
473,8,135.0,4.235106857674596,0,USD,Camera Gear,9
