,Total_Days,amount_raised_usd,amount_raised_usd_boxcox,state,currency,category,month_launch
2946,40,151.90060096596986,4.322052679755626,0,GBP,Dance & Theater,5
2947,60,147.47631161744644,4.300323085253171,0,GBP,Art,5
2948,60,30706.04284186853,7.649249183359234,0,GBP,Human Rights,5
2949,30,60.0,3.6199801580254887,0,USD,Transportation,5
2950,60,150.0,4.31280141571784,0,USD,Education,5
2951,21,4215.0,6.52977075914513,0,USD,Local Businesses,5
2952,30,105.0,4.047740295677874,0,USD,Environment,5
2953,60,160.0,4.360145380832951,0,USD,Video Games,5
2954,40,910.0,5.567174840531314,0,USD,Local Businesses,5
2955,30,19390.0,7.402111036731621,0,USD,Fashion & Wearables,5
2956,30,2368.0,6.178295999107388,0,USD,Home,5
2957,54,181.0,4.450092022544123,0,USD,Photography,5
2958,43,1745.0,5.987099547932116,0,USD,Writing & Publishing,5
2959,60,1170.0,5.731261312616669,0,USD,Productivity,5
2960,60,3050.0,6.334107400871472,0,USD,Art,5
2961,60,100.0,4.011028427493187,0,USD,Productivity,5
2962,35,1029.0,5.647733191953395,0,USD,Home,5
2963,45,60.0,3.6199801580254887,0,USD,Health & Fitness,5
2964,40,311.0,4.83692824304475,0,USD,Travel & Outdoors,5
2965,30,2120.0,6.1094252919995675,0,USD,Education,5
2966,45,2213.0,6.136208122695142,0,USD,Environment,5
2967,30,1260.0,5.779165655715543,0,USD,Fashion & Wearables,5
2968,60,1200.0,5.747651602661078,0,USD,Dance & Theater,5
2969,60,1200.0,5.747651602661078,0,USD,Local Businesses,5
2970,60,3560.0,6.428108913129829,0,USD,Travel & Outdoors,5
2971,40,583.0,5.270166463771879,0,USD,Transportation,5
2972,60,160.0,4.360145380832951,0,USD,Video Games,5
2973,14,97.60025376065978,3.992710420674916,0,AUD,Music,5
2974,60,68.19865323398014,3.719184202283442,0,EUR,Music,5
2975,50,3303.4693802308007,6.3827530238203645,0,GBP,Film,5
2976,60,1042.0,5.655928327354688,0,USD,Music,5
2977,60,2435.0,6.195591556144896,0,USD,Environment,5
2978,60,10.0,2.147133275572818,0,USD,Health & Fitness,5
2979,30,150.0,4.31280141571784,0,USD,Health & Fitness,5
2980,35,40.0,3.300731697174101,0,USD,Local Businesses,5
2981,30,235.0,4.638284825593654,0,USD,Education,5
2982,60,120.0,4.147654282718611,0,USD,Human Rights,5
2983,60,125.0,4.178035836492048,0,USD,Video Games,5
2984,40,1435.0,5.862708225808288,0,USD,Travel & Outdoors,5
2985,31,5230.0,6.658122110703869,0,USD,Local Businesses,5
2986,30,431094.179192486,8.941832483159482,1,EUR,Transportation,5
2987,60,299.02486417975905,4.809297432082871,0,EUR,Home,5
2988,60,2475.0,6.205678105939159,0,USD,Human Rights,5
2989,60,1166.0,5.729042291065173,0,USD,Local Businesses,5
2990,16,3735.0,6.457101952347513,0,USD,Travel & Outdoors,5
2991,30,5521.0,6.690067081567696,0,USD,Health & Fitness,5
2992,60,6000.0,6.738945365538392,0,USD,Environment,5
2993,58,810.0,5.490306168096608,0,USD,Dance & Theater,5
2994,60,268.0,4.731863271260171,0,USD,Education,5
2995,90,9113.0,6.980732083178667,0,USD,Productivity,5
2996,60,215.0,4.574510139835701,0,USD,Phones & Accessories,5
2997,31,175.0,4.425572274143134,0,USD,Video Games,5
2998,10,950.0,5.5954414724138,0,USD,Writing & Publishing,5
2999,90,20171.0,7.423615337489989,0,USD,Local Businesses,5
3000,30,5.899052464697858,1.6814542199445264,0,GBP,Photography,5
3001,44,3675.0,6.447326971581477,0,USD,Environment,5
3002,45,365.0,4.948903006374643,0,USD,Writing & Publishing,5
3003,40,860.0,5.529927071615958,0,USD,Education,5
3004,30,600.0,5.289585373611114,0,USD,Local Businesses,5
3005,60,833.0,5.508845113946289,0,USD,Home,5
3006,60,1324.0,5.811071216207578,0,USD,Health & Fitness,5
3007,60,430.0,5.06238873517741,0,USD,Travel & Outdoors,5
3008,60,85.0,3.8879452009091238,0,USD,Local Businesses,5
3009,45,5301.0,6.666087186183347,0,USD,Health & Fitness,5
3010,45,261.0,4.713075629841162,0,USD,Health & Fitness,5
3011,30,3310.0,6.383953440496827,0,USD,Environment,5
3012,60,23209.57551059807,7.499608416809057,1,EUR,Tabletop Games,5
3013,60,497.0,5.161713791984422,0,USD,Photography,5
3014,35,1.0,0.0,0,USD,Video Games,5
3015,21,1820.0,6.013668023172073,1,USD,Tabletop Games,5
3016,45,4911.0,6.620859992802048,0,USD,Comics,5
3017,30,15.0,2.494763786880612,0,USD,Local Businesses,5
3018,30,1005.0,5.632310862088154,0,USD,Phones & Accessories,5
3019,60,1109.0,5.696513133737016,0,USD,Local Businesses,5
3020,28,1864.506288897628,6.028890320864805,0,CAD,Writing & Publishing,5
3021,60,73.73815580872322,3.7792908179821425,0,GBP,Writing & Publishing,5
3022,60,140.0,4.26198180659655,0,USD,Human Rights,5
3023,60,1840.0,6.020556873018728,0,USD,Phones & Accessories,5
3024,60,1320.0,5.809125550758668,0,USD,Comics,5
3025,30,5620.0,6.700529089853658,0,USD,Education,5
3026,21,1000.0,5.629048685888849,0,USD,Human Rights,5
3027,60,26000.0,7.560616482999506,0,USD,Transportation,5
3028,30,1570.0,5.920075419761044,0,USD,Transportation,5
3029,30,20.0,2.7362121989183916,0,USD,Local Businesses,5
3030,30,395.0,5.0037419515738035,0,USD,Comics,5
3031,35,648.8638238092371,5.342308032260216,0,CAD,Dance & Theater,5
3032,40,257.05646218961743,4.702254365227738,0,EUR,Home,5
3033,36,1886.4796694568656,6.036264178723715,0,EUR,Art,5
3034,60,30147.0,7.639504533598573,0,USD,Health & Fitness,5
3035,60,36.0,3.2164646724428945,0,USD,Camera Gear,5
3036,60,1040.0,5.654674624221552,0,USD,Health & Fitness,5
3037,45,10638.0,7.068683249419418,0,USD,Environment,5
3038,30,2516.0,6.215838815121884,0,USD,Education,5
3039,40,3485.0,6.415216967379681,0,USD,Human Rights,5
3040,40,859.3397342833091,5.529419953654615,0,AUD,Travel & Outdoors,5
3041,60,15.73815074630311,2.5353785552734465,0,EUR,Video Games,5
3042,35,2115.207460303138,6.108011486828561,0,EUR,Health & Fitness,5
3043,60,2439.413365676982,6.196713046137542,0,EUR,Environment,5
3044,34,176.97157394093574,4.433726521114812,0,GBP,Dance & Theater,5
3045,40,9526.96973048704,7.006069391245901,0,GBP,Fashion & Wearables,5
3046,30,75.21291892489769,3.7944862224819413,0,GBP,Video Games,5
3047,60,170.0,4.404447533272574,0,USD,Local Businesses,5
3048,60,4415.0,6.557491833534426,0,USD,Home,5
3049,45,140.0,4.26198180659655,0,USD,Writing & Publishing,5
3050,40,3072.0,6.338496734427324,0,USD,Environment,5
3051,45,40.0,3.300731697174101,0,USD,Transportation,5
3052,38,16621.0,7.317696920253874,0,USD,Environment,5
3053,60,11143.0,7.094883322068078,0,USD,Local Businesses,5
3054,60,284.0,4.7729196464537065,0,USD,Comics,5
3055,40,310.0,4.834664470898645,0,USD,Health & Fitness,5
3056,50,170.0,4.404447533272574,0,USD,Environment,5
3057,17,19030.0,7.391887062942128,0,USD,Environment,5
3058,60,1515.0,5.897360500171897,0,USD,Health & Fitness,5
3059,60,714.0,5.4063822730406095,0,USD,Health & Fitness,5
3060,30,325.0,4.86783367011792,0,USD,Human Rights,5
3061,21,200.0,4.5223992687044134,0,USD,Local Businesses,5
3062,30,2791.0,6.279751698008565,0,USD,Music,5
3063,30,781.7636431436592,5.4667671161568885,0,CAD,Dance & Theater,5
3064,20,1012.4876980121668,5.637164023568442,0,EUR,Photography,5
3065,13,73.73815580872322,3.7792908179821425,0,GBP,Comics,5
3066,21,6170.0,6.755303118524004,0,USD,Environment,5
3067,60,1772.0,5.996801457320325,0,USD,Local Businesses,5
3068,60,410.0,5.029525934637396,0,USD,Education,5
3069,33,140.0,4.26198180659655,0,USD,Writing & Publishing,5
3070,30,555.0,5.236833464317169,0,USD,Phones & Accessories,5
3071,33,1415.0,5.8537244200127585,0,USD,Dance & Theater,5
3072,49,6888.0,6.819480578257992,0,USD,Local Businesses,5
3073,30,178.0,4.43794181424175,0,USD,Comics,5
3074,45,11974.0,7.135367909533402,0,USD,Productivity,5
3075,40,1904.0,6.042078646022226,0,USD,Fashion & Wearables,5
3076,60,894.0,5.555496924936552,0,USD,Home,5
3077,49,3297.0,6.381561377647104,0,USD,Environment,5
3078,30,1770.0,5.996088195496527,0,USD,Music,5
3079,60,275.0,4.750137107822575,0,USD,Comics,5
3080,30,1715.0,5.976130990237522,0,USD,Dance & Theater,5
3081,20,1470.0,5.878114666241054,0,USD,Dance & Theater,5
3082,60,105.0,4.047740295677874,0,USD,Writing & Publishing,5
3083,30,45.0,3.3942907356507996,0,USD,Education,5
3084,30,2.0,0.6785955513381418,0,USD,Phones & Accessories,5
3085,60,32.52551154235976,3.1347724838206497,0,EUR,Music,5
3086,20,176.97157394093574,4.433726521114812,0,GBP,Photography,5
3087,30,2713.5641337610145,6.262455352623052,0,GBP,Writing & Publishing,5
3088,20,228.0,4.616642142906294,0,USD,Education,5
3089,30,2091.0,6.100817900703556,0,USD,Education,5
3090,40,245.0,4.668044160946861,0,USD,Home,5
3091,60,118285.0,8.335279604495398,1,USD,Audio,5
3092,35,29.0,3.041812272408464,0,USD,Video Games,5
3093,40,3424.0,6.404512443395089,0,USD,Film,5
3094,30,5310.0,6.667088749345242,0,USD,Camera Gear,5
3095,45,145.0,4.287856716219616,0,USD,Comics,5
3096,40,5335.0,6.669861443021071,0,USD,Phones & Accessories,5
3097,15,70.0,3.7392815017042773,0,USD,Art,5
3098,30,270.0,4.737135593435775,0,USD,Video Games,5
3099,27,1392.0,5.843224907998999,0,USD,Art,5
3100,31,172.0,4.4129755795807,0,USD,Phones & Accessories,5
3101,30,557.397477561429,5.239756708900472,0,CAD,Comics,5
3102,52,636.8705002003991,5.329767727951608,0,EUR,Video Games,5
3103,35,2439.413365676982,6.196713046137542,0,EUR,Dance & Theater,5
3104,30,1090.0,5.685274159213976,0,USD,Fashion & Wearables,5
3105,30,755.0,5.4436073867298544,0,USD,Local Businesses,5
3106,60,170.0,4.404447533272574,0,USD,Transportation,5
3107,60,710.0,5.402629675930341,0,USD,Travel & Outdoors,5
3108,30,950.0,5.5954414724138,0,USD,Dance & Theater,5
3109,30,2245.0,6.145148348303308,0,USD,Art,5
3110,4,100.0,4.011028427493187,0,USD,Writing & Publishing,5
3111,10,155.0,4.336878729697528,0,USD,Video Games,5
3112,60,36.0,3.2164646724428945,0,USD,Education,5
3113,60,2630.0,6.243192373597924,0,USD,Dance & Theater,5
3114,33,695.0,5.388354808560421,0,USD,Music,5
3115,60,200.0,4.5223992687044134,0,USD,Video Games,5
3116,60,295.0,4.7997461268856085,0,USD,Environment,5
3117,25,345.0,4.909616117001151,0,USD,Dance & Theater,5
3118,60,869.2522600558761,5.536990125942554,0,AUD,Local Businesses,5
3119,60,961.5692810667008,5.603381941969559,0,CAD,Dance & Theater,5
3120,45,287.5788076540206,4.781766830297422,0,GBP,Dance & Theater,5
3121,60,1858.0,6.0266892215797165,0,USD,Education,5
3122,21,351.0,4.921650821792833,0,USD,Human Rights,5
3123,10,505.0,5.172612901404196,0,USD,Music,5
3124,30,465.0,5.1161734926476825,0,USD,Local Businesses,5
3125,60,3495.0,6.416952818509864,0,USD,Comics,5
3126,30,1185.0,5.739511513709634,0,USD,Music,5
3127,60,2176.180658069711,6.125750108581224,0,AUD,Comics,5
3128,42,15.635272862873183,2.5298407040354873,0,CAD,Health & Fitness,5
3129,60,110.60723371308484,4.08676526037198,0,GBP,Dance & Theater,5
3130,20,425.0,5.054327509098955,0,USD,Environment,5
3131,30,785.0,5.469510490192958,0,USD,Writing & Publishing,5
3132,60,373.0,4.963981935122571,0,USD,Education,5
3133,45,20.0,2.7362121989183916,0,USD,Local Businesses,5
3134,15,700.0,5.393149134012133,0,USD,Human Rights,5
3135,35,2276.0,6.153681129504405,0,USD,Art,5
3136,60,2505.0,6.213130118477454,0,USD,Comics,5
3137,60,205.0,4.5402176429068115,0,USD,Local Businesses,5
3138,60,8.0,1.9520917104238709,0,USD,Home,5
3139,60,381.0,4.978721424345869,0,USD,Environment,5
3140,25,1238.0,5.767799138899126,0,USD,Video Games,5
3141,21,2909.0,6.305152528833842,0,USD,Home,5
3142,60,590.0,5.278234356807217,0,USD,Art,5
3143,53,13.27286804557018,2.390794846921718,0,GBP,Health & Fitness,5
3144,60,185.8201526379825,4.4691732290863015,0,GBP,Health & Fitness,5
3145,60,60.0,3.6199801580254887,0,USD,Health & Fitness,5
3146,31,266.0,4.726549019653362,0,USD,Tabletop Games,5
3147,60,2279.0,6.154500327739943,0,USD,Education,5
3148,35,150.0,4.31280141571784,0,USD,Video Games,5
3149,45,84.0,3.8789343141590242,0,USD,Environment,5
3150,60,81.0,3.851202550816837,0,USD,Video Games,5
3151,30,25.0,2.9205773037212306,0,USD,Travel & Outdoors,5
3152,60,153.0,4.327348132898484,0,USD,Environment,5
3153,35,55.0,3.5521391696226923,0,USD,Fashion & Wearables,5
3154,30,27543.0,7.5914341353235635,0,USD,Phones & Accessories,5
3155,60,2380.0,6.181431597017173,0,USD,Environment,5
3156,40,311.0,4.83692824304475,0,USD,Phones & Accessories,5
3157,60,295.0,4.7997461268856085,0,USD,Education,5
3158,40,24591.0,7.530729743341898,0,USD,Film,5
3159,36,1343.0,5.820228713231184,0,USD,Travel & Outdoors,5
3160,30,9960.0,7.031352206639526,0,USD,Home,5
3161,60,163.0,4.373737830672935,0,USD,Environment,5
3162,30,2470.0,6.204426787127131,0,USD,Audio,5
3163,30,218.8938200802246,4.587407338663868,0,CAD,Environment,5
3164,40,807.8917383102262,5.488578938969382,0,EUR,Writing & Publishing,5
3165,60,168.0,4.395812321477665,0,USD,Environment,5
3166,60,55.0,3.5521391696226923,0,USD,Education,5
3167,38,103.0,4.033282910021499,0,USD,Local Businesses,5
3168,30,1700.0,5.970570086668881,0,USD,Environment,5
3169,60,3930.0,6.487756485789505,0,USD,Dance & Theater,5
3170,30,1462.0,5.874627780114729,0,USD,Environment,5
3171,60,100.0,4.011028427493187,0,USD,Health & Fitness,5
3172,30,285.0,4.775403611501174,0,USD,Writing & Publishing,5
3173,60,478.0,5.135063827741678,0,USD,Local Businesses,5
3174,21,972.0,5.6104545215505075,0,USD,Dance & Theater,5
3175,60,130.0,4.207153960367901,0,USD,Video Games,5
3176,30,183.0,4.4580739945331755,0,USD,Video Games,5
3177,50,108.0,4.068887245170881,0,USD,Local Businesses,5
3178,42,364554.0,8.865892087349296,1,USD,Audio,5
3179,27,1085.0,5.682281957410623,0,USD,Writing & Publishing,5
3180,40,5790.0,6.718045834061678,0,USD,Dance & Theater,5
3181,60,146.0,4.292917967857316,0,USD,Transportation,5
3182,41,22866.0,7.491562553029635,0,USD,Local Businesses,5
3183,30,175.0,4.425572274143134,0,USD,Environment,5
3184,30,6510.0,6.786629672074556,0,USD,Local Businesses,5
3185,60,2.0,0.6785955513381418,0,USD,Comics,5
3186,30,3796.0,6.46687045243814,0,USD,Phones & Accessories,5
3187,40,737.0,5.427535651439261,0,USD,Health & Fitness,5
3188,40,3735.0,6.457101952347513,0,USD,Environment,5
3189,50,755.4312358225492,5.443987420619989,0,EUR,Dance & Theater,5
3190,60,245.5151516423285,4.66954212139697,0,EUR,Video Games,5
3191,60,125.90520597042487,4.183398053665851,0,EUR,Education,5
3192,10,1820.0,6.013668023172073,0,USD,Local Businesses,5
3193,60,1202.0,5.748728780974233,0,USD,Fashion & Wearables,5
3194,30,3883.0,6.480518041929575,0,USD,Human Rights,5
3195,60,4444.0,6.561400440349423,0,USD,Environment,5
3196,45,1193.0,5.7438664155094346,0,USD,Transportation,5
3197,45,100.0,4.011028427493187,0,USD,Environment,5
3198,30,345.0,4.909616117001151,0,USD,Health & Fitness,5
3199,60,1822.0,6.014360515119559,0,USD,Transportation,5
3200,30,5425.0,6.679730173530512,0,USD,Fashion & Wearables,5
3201,60,40.0,3.300731697174101,0,USD,Health & Fitness,5
3202,30,410.0,5.029525934637396,0,USD,Writing & Publishing,5
3203,60,152.0,4.3225331232044235,0,USD,Fashion & Wearables,5
3204,30,4351.0,6.548768639672851,0,USD,Photography,5
3205,22,4443.0,6.561266112019722,0,USD,Education,5
3206,60,35.0,3.1938411160493083,0,USD,Education,5
3207,60,5725.0,6.711413521364173,0,USD,Health & Fitness,5
3208,60,9.381163717723911,2.0915699075886622,0,CAD,Comics,5
3209,60,992.8398267924472,5.624346862649727,0,CAD,Local Businesses,5
3210,60,5257.360500141109,6.66120504075275,0,CAD,Human Rights,5
3211,60,524.6050248767702,5.198565908487865,0,EUR,Environment,5
3212,39,183.6117587068696,4.46049703268167,0,EUR,Phones & Accessories,5
3213,15,1275.6700954909118,5.787134043237709,0,GBP,Environment,5
3214,60,300.0,4.8115909697623875,0,USD,Fashion & Wearables,5
3215,30,420.0,5.046164983709317,0,USD,Travel & Outdoors,5
3216,60,560.0,5.242914896005435,0,USD,Education,5
3217,45,150.0,4.31280141571784,0,USD,Local Businesses,5
3218,15,55.0,3.5521391696226923,0,USD,Productivity,5
3219,32,66667.0,8.050537608975874,0,USD,Transportation,5
3220,45,2032.0,6.082908300563303,0,USD,Dance & Theater,5
3221,31,985.0,5.619157278585821,0,USD,Dance & Theater,5
3222,35,1803.0,6.0077490242339975,0,USD,Video Games,5
3223,30,13305.0,7.1943727498095225,0,USD,Local Businesses,5
3224,14,290.0,4.7876862454770555,0,USD,Human Rights,5
3225,30,1533.0,5.904889518370963,0,USD,Education,5
3226,60,155.0,4.336878729697528,0,USD,Music,5
3227,60,150.0,4.31280141571784,0,USD,Environment,5
3228,60,12.0,2.3045208409387463,0,USD,Phones & Accessories,5
3229,45,115.0,4.11589827868752,0,USD,Writing & Publishing,5
3230,52,1200.0,5.747651602661078,0,USD,Dance & Theater,5
3231,60,140.0,4.26198180659655,0,USD,Art,5
3232,60,140.71745576585866,4.2657543623609975,0,CAD,Art,5
3233,30,5670.464181690816,6.705786968492565,0,GBP,Dance & Theater,5
3234,35,186.0,4.469874976510381,0,USD,Local Businesses,5
3235,60,150.0,4.31280141571784,0,USD,Local Businesses,5
3236,31,146.0,4.292917967857316,0,USD,Writing & Publishing,5
3237,30,5865.0,6.725600993473249,0,USD,Local Businesses,5
3238,60,75.0,3.792312018309129,0,USD,Writing & Publishing,5
3239,45,56.65734268669119,3.5753273854825305,0,EUR,Fashion & Wearables,5
3240,50,630.0,5.322470445784779,0,USD,Dance & Theater,5
3241,60,51.0,3.4929728501815043,0,USD,Art,5
3242,15,416.0,5.039560349721142,0,USD,Video Games,5
3243,50,425.0,5.054327509098955,0,USD,Art,5
3244,60,1620.0,5.940004100266848,0,USD,Education,5
3245,45,367.2235174137392,4.95312897473711,0,EUR,Home,5
3246,60,80.0,3.8417156829887276,0,USD,Productivity,5
3247,60,26.0,2.952721781575324,0,USD,Comics,5
3248,30,90.0,3.9313741300405995,0,USD,Education,5
3249,48,370.0,4.958367926018789,0,USD,Phones & Accessories,5
3250,40,1540.0,5.907792161385789,0,USD,Dance & Theater,5
3251,30,81.0,3.851202550816837,0,USD,Writing & Publishing,5
3252,35,2921.0,6.307674177305151,0,USD,Camera Gear,5
3253,30,512.0,5.182000332689219,0,USD,Transportation,5
3254,37,3078.0,6.33968803599517,0,USD,Audio,5
3255,60,280.0,4.762890092671473,0,USD,Environment,5
3256,30,1178.0,5.7356752983164485,0,USD,Music,5
3257,60,54.72345502005615,3.5481978568883323,0,CAD,Music,5
3258,44,78.17636431436593,3.8240864967602883,0,CAD,Environment,5
3259,25,4195.701065516351,6.527022266812879,0,GBP,Dance & Theater,5
3260,40,30.0,3.0693495665011867,0,USD,Music,5
3261,45,355.0,4.929553265318737,0,USD,Writing & Publishing,5
3262,55,1835.0,6.018842138445806,0,USD,Fashion & Wearables,5
3263,60,595.0,5.283935177251923,0,USD,Dance & Theater,5
3264,60,35.0,3.1938411160493083,0,USD,Comics,5
3265,30,470.0,5.123504575820677,0,USD,Environment,5
3266,40,750.0,5.43918415378856,0,USD,Video Games,5
3267,45,731.0,5.422085650636182,0,USD,Home,5
3268,60,690.0,5.383523731855863,0,USD,Art,5
3269,60,571.0,5.2560935912193765,0,USD,Comics,5
3270,60,2052.0,6.0890405022176415,0,USD,Music,5
3271,60,55.60813263693765,3.560732773992412,0,EUR,Environment,5
3272,35,1496.8845629170814,5.889686716625725,0,GBP,Art,5
3273,30,30.0,3.0693495665011867,0,USD,Video Games,5
3274,60,1785.0,6.00141693161191,0,USD,Education,5
3275,30,4491.0,6.567677940772972,0,USD,Writing & Publishing,5
3276,31,350.0,4.919660272351857,0,USD,Education,5
3277,45,1402.0,5.84781237067254,0,USD,Dance & Theater,5
3278,30,120.0,4.147654282718611,0,USD,Dance & Theater,5
3279,41,131.0,4.212834818477744,0,USD,Film,5
3280,48,230.0,4.622896966775418,0,USD,Music,5
3281,60,125.0,4.178035836492048,0,USD,Education,5
3282,30,75.0,3.792312018309129,0,USD,Local Businesses,5
3283,20,8.0,1.9520917104238709,0,USD,Video Games,5
3284,60,2000.0,6.072962271789921,0,USD,Music,5
3285,60,120.93057552630609,4.153409332213748,0,GBP,Travel & Outdoors,5
3286,60,66.0,3.6938765386307892,0,USD,Local Businesses,5
3287,31,380.0,4.976897045569069,0,USD,Music,5
3288,60,1350.0,5.823567910390008,0,USD,Comics,5
3289,60,30.0,3.0693495665011867,0,USD,Video Games,5
3290,30,2486.0,6.208421588143839,0,USD,Music,5
3291,60,410.0,5.029525934637396,0,USD,Art,5
3292,25,195.0,4.504101660463159,0,USD,Video Games,5
3293,60,7545.0,6.872266875831293,0,USD,Dance & Theater,5
3294,30,2070.0,6.094505484872624,0,USD,Local Businesses,5
3295,46,31.47630149260622,3.1082710552291823,0,EUR,Video Games,5
3296,15,2966.116810653259,6.317057487846205,0,EUR,Environment,5
3297,40,210.8912200004617,4.560629295780825,0,EUR,Environment,5
3298,60,72.0,3.7609618541968324,0,USD,Phones & Accessories,5
3299,60,690.0,5.383523731855863,0,USD,Education,5
3300,60,40.0,3.300731697174101,0,USD,Video Games,5
3301,35,235.0,4.638284825593654,0,USD,Local Businesses,5
3302,60,45.0,3.3942907356507996,0,USD,Video Games,5
3303,60,6245.0,6.762368293196329,0,USD,Dance & Theater,5
3304,60,1871.0,6.03107905089972,0,USD,Education,5
3305,40,3775.0,6.463526452734551,0,USD,Writing & Publishing,5
3306,30,2255.0,6.1479144520867175,0,USD,Health & Fitness,5
3307,30,139.54493661722088,4.259578322332205,0,EUR,Local Businesses,5
3308,60,6.295260298521243,1.7396279243241877,0,EUR,Phones & Accessories,5
3309,60,132.20046626894612,4.219594009438609,0,EUR,Video Games,5
3310,14,147.47631161744644,4.300323085253171,0,GBP,Education,5
3311,30,950.0,5.5954414724138,0,USD,Home,5
3312,45,1039.0,5.654046812649856,0,USD,Writing & Publishing,5
3313,30,1597.0,5.930919197239125,0,USD,Fashion & Wearables,5
3314,60,950.0,5.5954414724138,0,USD,Fashion & Wearables,5
3315,45,31.0,3.095929324500225,0,USD,Local Businesses,5
3316,30,460.0,5.108758255769085,0,USD,Fashion & Wearables,5
3317,60,5400.0,6.677006392311325,0,USD,Phones & Accessories,5
3318,60,3675.0,6.447326971581477,0,USD,Art,5
3319,60,2067.7648361149786,6.093829615119291,0,CAD,Local Businesses,5
3320,60,29.0,3.041812272408464,0,USD,Education,5
3321,30,4251.0,6.534862248108888,0,USD,Art,5
3322,60,20.0,2.7362121989183916,0,USD,Video Games,5
3323,45,1085.0,5.682281957410623,0,USD,Dance & Theater,5
3324,60,9416.0,6.99939378646598,0,USD,Writing & Publishing,5
3325,60,195.0,4.504101660463159,0,USD,Comics,5
3326,30,4600.679039900435,6.582059892856902,0,CAD,Environment,5
3327,40,15.0,2.494763786880612,0,USD,Video Games,5
3328,47,4321.0,6.544632643600195,0,USD,Dance & Theater,5
3329,60,1300.0,5.799302407002389,0,USD,Writing & Publishing,5
3330,20,160.0,4.360145380832951,0,USD,Phones & Accessories,5
3331,60,940.0,5.588494917668691,0,USD,Education,5
3332,60,440.0,5.0782168583912055,0,USD,Education,5
3333,30,3140.0,6.351855743061089,0,USD,Travel & Outdoors,5
3334,50,25.0,2.9205773037212306,0,USD,Photography,5
3335,31,6416.0,6.77814571554872,0,USD,Local Businesses,5
3336,46,1670.0,5.959290333598041,0,USD,Fashion & Wearables,5
3337,30,77061.0,8.123437937782326,0,USD,Energy & Green Tech,5
3338,60,500.0,5.165822636037467,0,USD,Local Businesses,5
3339,60,40.0,3.300731697174101,0,USD,Music,5
3340,30,355.0,4.929553265318737,0,USD,Education,5
3341,20,285.0,4.775403611501174,0,USD,Music,5
3342,40,1415.772591527486,5.85407395689621,0,GBP,Dance & Theater,6
3343,45,9397.0,6.998242434461054,0,USD,Travel & Outdoors,6
3344,60,55.0,3.5521391696226923,0,USD,Art,6
3345,24,7265.0,6.850391498624295,0,USD,Dance & Theater,6
3346,40,260.0,4.710348086809752,0,USD,Local Businesses,6
3347,30,7265.0,6.850391498624295,0,USD,Local Businesses,6
3348,60,145.0,4.287856716219616,0,USD,Video Games,6
3349,30,2226.0,6.139856535160069,0,USD,Film,6
3350,59,586.3227323577445,5.274008845317189,0,CAD,Dance & Theater,6
3351,27,99.67495472658636,4.0085747412510875,0,EUR,Education,6
3352,60,54.56623529845519,3.5459477278174956,0,GBP,Environment,6
3353,35,27156.28802123659,7.583885845986695,0,GBP,Dance & Theater,6
3354,40,360.0,4.9392994524441844,0,USD,Health & Fitness,6
3355,40,1772.0,5.996801457320325,0,USD,Health & Fitness,6
3356,60,2885.0,6.3000759408107605,0,USD,Health & Fitness,6
3357,60,190.0,4.485299133616987,0,USD,Travel & Outdoors,6
3358,30,3183.0,6.360145805913553,0,USD,Phones & Accessories,6
3359,30,3570.0,6.429806027204041,0,USD,Local Businesses,6
3360,60,470.0,5.123504575820677,0,USD,Writing & Publishing,6
3361,18,785.0,5.469510490192958,0,USD,Transportation,6
3362,60,3170.0,6.35765210657951,0,USD,Film,6
3363,60,500.0,5.165822636037467,0,USD,Music,6
3364,49,7311.0,6.854046116311257,0,USD,Film,6
3365,60,295.0,4.7997461268856085,0,USD,Comics,6
3366,60,145.0,4.287856716219616,0,USD,Education,6
3367,28,13101.0,7.185746876514104,0,USD,Art,6
3368,30,160.0,4.360145380832951,0,USD,Environment,6
3369,45,105.0,4.047740295677874,0,USD,Photography,6
3370,30,844.0,5.517520396791489,0,USD,Productivity,6
3371,60,95.0,3.972314250744988,0,USD,Photography,6
3372,60,50.81463680433785,3.490112735404176,0,CAD,Environment,6
3373,60,155.283087363524,4.338217171822488,0,EUR,Video Games,6
3374,60,167.8736079605665,4.3952629496217686,0,EUR,Local Businesses,6
3375,60,6471.527586879838,6.783173168587384,0,EUR,Education,6
3376,60,629.5260298521243,5.321963922578561,0,EUR,Environment,6
3377,30,20.0,2.7362121989183916,0,USD,Photography,6
3378,60,30.0,3.0693495665011867,0,USD,Environment,6
3379,30,109.0,4.075797942337854,0,USD,Food & Beverages,6
3380,60,1869.0,6.030405803650297,0,USD,Local Businesses,6
3381,60,2965.0,6.316827049129894,0,USD,Fashion & Wearables,6
3382,60,7235.0,6.847994795081489,0,USD,Writing & Publishing,6
3383,30,525.0,5.199078137351498,0,USD,Dance & Theater,6
3384,25,300.0,4.8115909697623875,0,USD,Local Businesses,6
3385,30,1485.0,5.884598620312187,0,USD,Writing & Publishing,6
3386,7,2285.0,6.156135295852537,1,USD,Phones & Accessories,6
3387,30,3600.0,6.434867254655955,0,USD,Art,6
3388,40,60.0,3.6199801580254887,0,USD,Video Games,6
3389,60,150.0,4.31280141571784,0,USD,Film,6
3390,14,844.0,5.517520396791489,0,USD,Local Businesses,6
